Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;12/2012;25.895.096;22.361.289;23.849.547;18.401.080;2.045.549;24.512;3.011.794;13,36%;5,82%;1;0
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;12/2012;25.876.608;17.985.824;22.929.536;10.514.523;2.947.071;-300.766;3.692.864;11,85%;4,49%;23;0
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;12/2012;20.715.391;7.170.511;18.156.162;11.500.339;2.559.229;132.395;2.743.287;15,80%;3,73%;12;2
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;12/2012;19.350.956;8.833.790;18.873.384;18.579.700;477.572;12.457;601.991;12,40%;15,20%;5;0
BIC;32119;b1;;C;2;SAO PAULO;SP;12/2012;18.333.680;12.718.303;16.375.226;14.011.726;1.958.454;42.870;2.914.948;15,83%;5,55%;39;0
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;12/2012;18.331.868;11.159.549;15.527.165;11.700.562;2.804.703;-266.421;2.353.112;14,13%;50,83%;3;0
BANCOOB;51750;b1;;C;2;BRASILIA;DF;12/2012;14.854.670;5.101.231;14.390.989;14.072.569;463.682;31.064;500.953;13,31%;13,99%;5;0
ALFA;51293;b1;;C;2;SAO PAULO;SP;12/2012;14.813.281;8.428.472;12.890.985;11.660.630;1.922.296;97.999;1.879.179;15,74%;11,75%;53;1
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;12/2012;13.489.543;8.480.883;11.810.070;9.554.101;1.679.473;114.695;2.507.282;15,82%;3,33%;7;0
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;12/2012;13.407.289;8.267.200;12.534.480;9.762.855;872.809;30.789;1.258.101;12,38%;14,12%;182;4
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;12/2012;13.052.486;6.404.377;11.992.755;9.249.293;1.059.731;95.451;1.585.462;15,35%;0,94%;15;0
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;12/2012;13.017.369;7.451.304;10.813.862;9.476.922;2.203.507;180.906;2.203.507;17,40%;8,39%;35;0
BANESTES;30159;b1;;C;1;VITORIA;ES;12/2012;12.392.430;3.795.455;11.519.857;10.937.533;872.573;61.841;869.381;14,75%;22,64%;135;28
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;12/2012;11.733.844;3.289.812;11.043.020;4.702.196;690.824;-417.688;688.991;12,13%;10,55%;5;0
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;12/2012;10.763.499;9.636.262;9.511.165;8.304.061;1.252.334;1.395;1.395.058;12,77%;0,28%;2;0
FIBRA;49951;b1;;C;2;SAO PAULO;SP;12/2012;10.559.343;7.798.296;9.521.952;8.513.048;1.037.390;-144.151;1.245.740;13,24%;12,77%;19;0
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;12/2012;10.517.798;2.431.925;8.487.635;3.162.078;2.030.163;57.021;2.011.014;15,31%;5,77%;123;4
PINE;50304;b1;;C;2;SAO PAULO;SP;12/2012;10.408.176;4.885.999;9.188.229;8.421.421;1.219.946;95.383;1.477.645;16,19%;10,21%;13;0
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;12/2012;9.775.945;613.738;8.460.065;4.045.823;1.315.880;44.068;1.366.520;21,35%;3,68%;2;0
BRB;31976;b1;;C;1;BRASILIA;DF;12/2012;9.428.487;6.382.220;8.482.213;7.354.983;946.274;100.319;1.132.738;13,39%;14,39%;67;43
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;12/2012;9.368.753;6.282.869;8.033.563;3.635.794;1.335.190;26.304;1.206.927;13,09%;16,58%;1;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;12/2012;9.363.452;7.877.187;8.027.577;7.681.654;1.335.875;51.816;1.335.875;15,84%;1,80%;3;0
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;12/2012;7.833.626;0;6.211.205;4.321.397;1.622.420;30.073;1.616.809;18,94%;0,75%;2;0
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;12/2012;6.989.525;251.603;6.202.809;2.899.900;786.715;52.781;732.878;27,36%;8,27%;1;0
BES;51482;b2;;C;3;SAO PAULO;SP;12/2012;6.690.610;1.528.137;6.049.803;5.565.370;640.807;9.006;664.328;16,15%;20,99%;6;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;12/2012;5.633.142;5.056.199;5.065.623;4.651.751;567.519;45.140;578.410;12,62%;0,67%;2;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;12/2012;5.631.449;908.505;4.534.205;2.705.461;1.097.244;6.922;1.097.057;61,10%;2,62%;2;0
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;12/2012;5.629.766;0;1.284.774;2;4.344.992;101.541;4.344.992;43,01%;0,00%;1;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;12/2012;5.430.370;175.746;5.191.660;1.021;238.710;-56;111.326;12,07%;4,63%;0;0
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;12/2012;5.404.291;4.529.204;4.911.722;4.762.917;492.569;26.889;483.238;15,38%;1,08%;2;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;12/2012;4.536.374;1.119.324;734.996;616.129;3.801.377;6.254;3.795.123;253,74%;0,64%;53;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;12/2012;4.515.769;1.808.818;3.735.612;2.831.428;780.157;10.725;780.149;23,87%;38,99%;18;0
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;12/2012;4.413.936;3.887.712;3.424.176;3.111.381;989.760;89.322;986.689;23,32%;0,49%;1;0
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;12/2012;4.355.478;2.307.937;3.985.081;2.547.378;370.397;-59.443;398.734;12,01%;27,35%;1;0
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;12/2012;4.265.438;2.570.287;3.971.963;3.377.744;293.475;20.643;239.645;13,47%;0,00%;2;0
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;12/2012;4.033.745;2.624.003;3.446.545;3.252.711;587.200;6.757;583.331;14,93%;9,32%;13;1
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;12/2012;3.787.061;3.158.255;3.128.397;2.980.217;658.664;45.276;658.664;16,67%;0,34%;1;0
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;12/2012;3.786.553;2.395.119;2.570.595;2.491.202;1.215.958;130.908;1.214.612;27,09%;48,17%;2;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;12/2012;3.728.257;2.158.225;3.308.420;3.167.435;419.837;83.916;419.834;20,75%;12,46%;44;40
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;12/2012;3.675.632;2.567.183;3.336.749;2.654.391;338.883;18.640;377.008;13,98%;4,41%;2;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;12/2012;3.611.582;2.873.218;2.141.418;1.743.305;1.470.164;38.492;1.070.134;34,85%;2,48%;1;0
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;12/2012;3.341.422;2.260.864;2.961.961;1.728.316;379.461;15.392;569.192;15,18%;26,16%;5;0
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;12/2012;3.289.168;2.557.609;2.661.064;1.650.482;628.105;35.821;551.039;16,21%;0,05%;4;0
ING;51073;b1;;C;3;SAO PAULO;SP;12/2012;3.279.426;1.605.127;2.480.123;2.223.241;799.303;29.944;799.302;44,10%;0,50%;2;0
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;12/2012;3.226.199;3.103.483;2.775.867;2.637.044;450.332;28.047;565.041;16,54%;0,74%;2;0
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;12/2012;3.220.558;3.112.584;2.740.397;2.489.676;480.161;22.866;528.314;15,46%;6,11%;1;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;12/2012;3.220.492;1.908.164;2.407.496;2.249.930;812.996;44.579;789.942;28,81%;7,48%;0;50
ORIGINAL;51781;b1;;C;2;PORTO ALEGRE;RS;12/2012;3.195.791;905.266;1.272.106;902.546;1.923.685;-16.777;1.922.900;43,77%;7,84%;2;0
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;12/2012;3.136.441;2.701.490;2.529.525;282.817;606.916;118.834;606.916;24,75%;1,14%;1;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;3;RIBEIRAO PRETO;SP;12/2012;3.050.545;40;2.928.821;2.679.382;121.724;5.012;72.364;21,60%;6,68%;0;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;12/2012;2.942.073;1.567.997;2.684.265;2.445.319;257.808;48.058;315.164;14,37%;24,85%;61;10
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;12/2012;2.907.279;629.564;2.137.878;1.482.988;769.401;1.379;777.557;23,47%;2,46%;5;0
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;12/2012;2.900.171;0;2.065.716;1.150.716;834.455;10.182;793.489;36,39%;3,20%;2;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;12/2012;2.835.468;2.285.335;2.153.531;2.053.458;681.937;6.654;467.937;18,89%;0,93%;1;0
BBM;30207;b1;;C;2;SALVADOR;BA;12/2012;2.704.909;1.335.469;2.161.852;1.944.121;543.057;21.763;538.309;22,03%;8,74%;9;0
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;12/2012;2.641.679;1.365.501;2.199.238;2.065.461;442.441;28.640;467.135;17,90%;7,21%;8;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;12/2012;2.572.724;1.257.273;1.921.785;1.715.085;650.939;23.027;723.505;29,87%;0,32%;1;0
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;12/2012;2.512.878;2.306.628;2.212.771;598.708;300.107;40.575;0;NI%;0,00%;3;0
HONDA;51396;b2;;C;3;SAO PAULO;SP;12/2012;2.305.830;2.104.881;1.874.362;1.729.637;431.468;29.679;430.322;23,48%;0,13%;2;0
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;12/2012;2.271.503;50.938;2.174.825;401;96.678;2;47.025;12,32%;5,90%;0;0
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;12/2012;1.995.059;1.442.340;1.715.020;1.605.452;280.039;31.468;260.505;18,66%;0,07%;1;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;12/2012;1.977.090;49.160;1.755.708;241.709;221.382;5.407;138.934;15,50%;47,04%;0;1
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;12/2012;1.954.372;84.357;1.833.850;1.602.694;120.522;0;70.753;13,28%;23,52%;0;0
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;12/2012;1.942.040;1.365.174;1.554.978;1.428.473;387.061;30.795;387.056;14,93%;22,82%;3;0
WESTLB;51554;b1;;I;3;SAO PAULO;SP;12/2012;1.831.567;860.395;1.326.686;858.213;504.882;14.000;515.301;38,06%;0,55%;1;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;12/2012;1.808.733;999.386;1.541.420;1.434.740;267.313;28.585;253.812;16,63%;4,67%;0;25
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;12/2012;1.737.327;1.212.078;1.402.110;1.149.935;335.217;14.305;335.213;18,56%;14,81%;47;0
BANIF;20255;b1;;C;3;SAO PAULO;SP;12/2012;1.733.536;1.146.721;1.525.364;1.361.771;208.171;-81.817;286.341;13,96%;2,74%;15;0
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;12/2012;1.681.516;1.468.548;1.285.984;378.799;395.532;72.984;0;NI%;0,00%;2;0
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;12/2012;1.593.132;524.537;1.414.869;643.962;178.263;23.579;177.440;15,39%;15,72%;14;1
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;12/2012;1.571.666;1.246.695;1.160.196;422.441;411.469;45.810;411.056;33,39%;0,13%;1;0
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;12/2012;1.514.722;314.686;1.039.938;588.339;474.784;3.893;474.379;29,06%;9,93%;4;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;12/2012;1.498.611;957.553;1.160.867;1.099.874;337.744;32.843;336.469;27,59%;3,66%;0;71
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;12/2012;1.493.399;1.463.436;1.378.992;1.299.996;114.407;-2.712;171.610;11,37%;1,23%;1;0
BANCO STANDARD DE INVESTIMENTOS S.A.;4866275;b2;;I;3;SAO PAULO;SP;12/2012;1.486.627;18.493;1.225.773;481.232;260.854;-47.447;260.854;41,00%;5,22%;1;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;12/2012;1.472.058;40.452;1.399.492;58.126;72.566;2.576;42.603;15,38%;27,41%;0;0
XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;2332886;n2;;I;2;RIO DE JANEIRO;RJ;12/2012;1.456.860;0;1.373.654;0;83.206;2.851;81.742;14,00%;18,70%;4;0
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;12/2012;1.454.587;0;1.259.770;553.941;194.816;3.985;194.816;37,56%;0,35%;1;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;;I;1;CURITIBA;PR;12/2012;1.373.282;687.433;47.290;21.753;1.325.992;43.161;193.961;83,52%;0,47%;1;0
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;12/2012;1.366.614;179.534;1.230.215;722.526;136.399;22.639;172.079;28,37%;3,69%;4;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;12/2012;1.362.366;1.234.312;912.941;780.022;449.425;-543;409.483;35,87%;0,00%;3;0
OMNI;50940;n1;;C;2;SAO PAULO;SP;12/2012;1.359.622;1.043.048;1.212.609;650.680;147.013;12.904;0;NI%;0,00%;3;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;12/2012;1.355.038;789.722;252.559;0;1.102.479;256.118;1.102.418;60,89%;1,37%;1;0
BANCO MODAL S.A.;30723886;b1;;I;2;RIO DE JANEIRO;RJ;12/2012;1.284.994;355.952;1.026.162;822.800;258.832;9.858;320.343;14,24%;6,71%;2;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;b4;;I;1;VITORIA;ES;12/2012;1.259.687;809.763;1.100.028;870.973;159.659;4.230;159.226;20,40%;13,18%;1;0
FATOR;50122;b1;;C;2;SAO PAULO;SP;12/2012;1.240.096;73.297;812.563;626.244;427.532;3.096;427.532;27,82%;32,82%;4;0
NOSSA CAIXA DESENVOLVIMENTO - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;12/2012;1.228.163;611.155;194.705;173.335;1.033.458;9.270;833.458;128,19%;0,36%;0;0
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;12/2012;1.225.049;901.515;950.606;790.742;274.443;9.283;274.443;19,82%;3,63%;5;0
COOPERATIVA CENTRAL DE CRÉDITO DE MATO GROSSO, PARÁ E RONDÔNIA - CENTRAL SICREDI MT/PA/RO;33667205;b3C;;I;2;CUIABA;MT;12/2012;1.206.945;141.861;1.112.842;71.734;94.104;634;66.410;18,09%;2,25%;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;12/2012;1.203.988;912.887;931.815;867.543;272.173;27.957;272.132;23,41%;3,25%;0;5
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;12/2012;1.128.480;871.400;859.218;821.591;269.262;15.378;269.767;20,58%;0,00%;1;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;12/2012;1.033.750;11.134;978.621;692.995;55.129;-115;55.129;11,16%;8,12%;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;12/2012;1.022.257;434.645;796.897;717.135;225.360;15.500;225.360;40,67%;0,09%;0;31
BANCO KDB DO BRASIL S.A.;7656500;b1;;I;3;SAO PAULO;SP;12/2012;1.009.661;42.186;929.891;567.572;79.770;3.602;79.770;14,73%;0,83%;1;0
BANCO GUANABARA S.A.;31880826;b1;;I;2;RIO DE JANEIRO;RJ;12/2012;1.002.941;587.166;880.798;748.512;122.143;1.548;150.337;22,73%;1,79%;1;0
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;;I;2;CHAPECO;SC;12/2012;995.371;5.235;945.441;641.099;49.930;3.931;49.905;11,02%;11,89%;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;12/2012;967.339;524.772;796.913;734.944;170.426;15.950;160.081;20,92%;12,01%;0;37
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO PARANÁ - SICREDI UNIÃO PR;79342069;b3S;;I;2;MARINGA;PR;12/2012;967.162;607.328;845.003;524.715;122.159;11.184;115.249;14,12%;21,71%;0;62
INTERCAP;50476;b1;;C;2;SAO PAULO;SP;12/2012;891.144;371.452;771.104;637.185;120.041;1.152;100.678;18,12%;1,31%;2;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;12/2012;862.097;277.964;775.938;751.814;86.159;4.793;83.274;15,51%;7,72%;0;34
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;12/2012;835.071;491.312;690.300;499.414;144.770;14.778;135.867;18,74%;16,39%;0;41
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU;78414067;b3S;;I;2;MEDIANEIRA;PR;12/2012;821.653;479.989;705.348;519.912;116.305;14.533;109.840;13,79%;13,72%;0;30
BMW;51420;n1;;C;3;SAO PAULO;SP;12/2012;819.464;593.348;649.694;494.041;169.770;4.212;0;NI%;0,00%;2;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;12/2012;810.191;397.519;368.208;308.524;441.983;18.376;291.970;38,87%;16,66%;1;0
BANCO MONEO S.A.;7441209;b2;;I;2;CAXIAS DO SUL;RS;12/2012;799.482;740.926;632.941;614.844;166.541;13.088;166.541;19,49%;0,44%;1;0
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;;I;2;VITORIA;ES;12/2012;773.405;729.373;664.616;415.024;108.789;3.574;108.422;12,60%;19,51%;44;0
BANCO FICSA S.A.;61348538;b1;;I;2;SAO PAULO;SP;12/2012;766.465;387.718;688.113;315.969;78.352;-13.797;83.863;13,88%;2,33%;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;12/2012;766.330;247.685;634.264;554.564;132.066;10.417;124.153;21,72%;7,65%;0;20
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;;I;1;FLORIANOPOLIS;SC;12/2012;763.328;634.523;283.675;221.630;479.653;37.619;79.653;17,13%;4,06%;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;12/2012;747.035;502.361;639.543;261.933;107.492;13.997;101.916;14,45%;11,08%;0;13
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;;I;2;BLUMENAU;SC;12/2012;726.893;49.998;650.648;601.141;76.245;0;75.548;15,48%;9,88%;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;12/2012;721.355;250.962;621.829;550.941;99.526;3.982;95.059;21,08%;4,17%;0;4
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - UNICRED CENTRAL NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;12/2012;696.597;107.218;616.730;0;79.867;4.932;79.867;22,17%;6,66%;0;0
BANCO TRICURY S.A.;57839805;b2;;I;2;SAO PAULO;SP;12/2012;695.624;314.376;500.908;461.492;194.716;14.445;194.716;38,84%;19,97%;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26565770;b3S;;I;2;LUCAS DO RIO VERDE;MT;12/2012;684.590;501.567;551.733;277.910;132.857;12.397;125.509;18,98%;5,10%;0;11
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;12/2012;670.998;475.068;432.441;310.731;238.556;2.574;238.536;43,23%;0,45%;1;0
